id,name,details,gender,category
Men:ACCESSORIES:99,SPORTS BACKPACK,Multi-pocket backpack. Combination of materials and colours on the exterior. The main compartment fastens with a zip and features an inside pocket without closure for electronic devices of up to 13 . On the front it has a flat pocket with zip closure. Adjustable mesh pockets on the sides. Top handle and two adjustable shoulder straps with zip pockets. Ergonomic padded back for improved comfort during use. Adjustable chest strap with clip buckle fastening.,Men,ACCESSORIES
Men:ACCESSORIES:100,BASEBALL TRAINING CAP,Peak cap with an adjustable strap at the back.Zara Athleticz.,Men,ACCESSORIES
Men:ACCESSORIES:102,CAP,"Cap made of stretchy, breathable fabric. Secure fit with inner elastic band.Zara Athleticz.",Men,ACCESSORIES
Men:ACCESSORIES:103,PACK OF 3 TRAINING SOCKS,Pack of 3 pairs of socks made of a spun cotton blend fabric. Ribbed trims.Zara Athleticz.,Men,ACCESSORIES
Men:ACCESSORIES:107,PACK OF 2 TRAINING SOCKS,Pack of 2 pairs of seamless socks with ribbed trims.Zara Athleticz.,Men,ACCESSORIES
Men:ACCESSORIES:109,TRAINING SOCKS,Pack of 2 pairs of seamless mesh socks with ribbed trims.,Men,ACCESSORIES
Men:ACCESSORIES:110,GEOMETRIC PRINT SWIMMING TRUNKS,Swimming trunks made of technical fabric with a velvety finish. Elasticated waistband with drawstrings. Front pockets and pocket detail at the waist. Rear welt pocket. Lining. Includes a bag in the same fabric.,Men,ACCESSORIES
Men:ACCESSORIES:112,LONG CARGO SWIMMING TRUNKS,Swimming trunks made of a velvety-finish technical fabric. Elasticated waistband and adjustable drawstring. Front pockets and a rear pocket. Patch pocket appliqué with a flap on the leg. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:113,STRIPE PRINT SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Elasticated waistband and adjustable drawstring. Side pockets and a rear pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:116,BASIC SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Elasticated waistband and adjustable drawstrings. Side pockets and a back patch pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:117,ACID WASH SWIMMING TRUNKS,Swimming trunks made of technical fabric. Adjustable elasticated drawstring waistband. Side pockets and back pocket detail. Lining. Side slits at the hems. Faded acid wash.,Men,ACCESSORIES
Men:ACCESSORIES:118,MOSAIC PRINT SWIMMING TRUNKS,Swimming trunks made of technical fabric. Elasticated waistband with adjustable drawstring. Side pockets and a rear patch pocket with a flap. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:119,LONG SWIMMING TRUNKS WITH SUN DETAIL,Swimming trunks made of a velvety-finish technical fabric. Elasticated waistband with adjustable drawstring. Front pockets and a rear zip pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:120,FLORAL PRINT SWIMMING TRUNKS,Swimming trunks made of technical fabric. Elasticated waistband with adjustable drawstring. Front pockets and rear welt pocket. Lining. Includes a bag in the same fabric.,Men,ACCESSORIES
Men:ACCESSORIES:121,STRIPE PRINT SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Elasticated waistband and adjustable drawstring. Side pockets and a rear patch pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:122,LONG SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Elastic waistband and adjustable drawstring. Side pockets and a back patch pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:123,SEERSUCKER SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Elastic waistband and adjustable drawstring. Side pockets and a back patch pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:124,BASIC SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Elasticated waistband and adjustable drawstrings. Side pockets and a back patch pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:130,SEERSUCKER SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Elasticated waistband and adjustable drawstrings. Side pockets and a back patch pocket. Lining.,Men,ACCESSORIES
